source,author,title,description,url,publishedAt,content,Negative,Nuetral,Positive,Date,Stock Price
Reuters,Jody Godoy,PayPal shareholders sue over controls amid new probes - Reuters,"A PayPal Holdings Inc shareholder sued in federal court on Friday, claiming the fintech juggernaut concealed lackluster compliance efforts that prompted government investigations.",https://www.reuters.com/legal/transactional/paypal-shareholders-sue-over-controls-amid-new-probes-2021-08-23/,2021-08-23 18:44:00+00:00,"A pedestrian walks past the PayPal logo at an office building in Berlin, Germany, March 5, 2019. REUTERS/Fabrizio Bensch(Reuters) - A PayPal Holdings Inc shareholder sued in federal court on Friday, … [+2037 chars]",0,1,0,2021-08-23 04:00:00+00:00,227.883277
Reuters,Michael Martina,"'Pathetic and disgraceful': U.S. lawmakers blast Coca-Cola, Visa and others over Beijing Olympics - Reuters","A bipartisan Congressional panel blasted U.S.-based corporate sponsors of the 2022 Beijing Winter Olympics on Tuesday, including Coca-Cola, Visa Inc. and Airbnb, accusing them of putting profits ahead of accusations of genocide in China.",https://www.reuters.com/lifestyle/sports/pathetic-disgraceful-us-lawmakers-blast-coca-cola-visa-others-over-beijing-2021-07-27/,2021-07-27 21:47:00+00:00,"The giant Olympic rings, which are being temporarily removed for maintenance, are seen behind Japan's national flag, amid the coronavirus disease (COVID-19) outbreak, at the waterfront area at Odaiba… [+4054 chars]",0,1,0,2021-07-26 04:00:00+00:00,243.719286
Reuters,Reuters,Visa profit jumps as vaccination drives boost spending - Reuters,"Visa Inc <a href=""https://www.reuters.com/companies/V.N"" target=""_blank"">(V.N)</a> reported a rise in quarterly profit on Tuesday as global vaccination drives gathered pace, fueling consumer spending and boosting volumes for the world's largest payment proces…",https://www.reuters.com/business/visa-profit-jumps-vaccination-drives-boost-spending-2021-07-27/,2021-07-27 20:45:00+00:00,"Credit card is seen in front of displayed Visa logo in this illustration taken, July 15, 2021. REUTERS/Dado Ruvic/IllustrationJuly 27 (Reuters) - Visa Inc (V.N) reported a rise in quarterly profit on… [+759 chars]",0,0.845,0.155,2021-07-26 04:00:00+00:00,243.719286
Reuters,Anna Irrera,Visa to acquire Currencycloud at 700 million pounds valuation - Reuters,"Visa Inc <a href=""https://www.reuters.com/companies/V.N"" target=""_blank"">(V.N)</a>said on Thursday that it had agreed to buy British cross-border payments provider Currencycloud at a valuation of 700 million pounds ($962.01 million).",https://www.reuters.com/business/finance/visa-acquire-currencycloud-700-million-pounds-valuation-2021-07-22/,2021-07-22 10:18:00+00:00,"Credit card is seen in front of displayed Visa logo in this illustration taken, July 15, 2021. REUTERS/Dado Ruvic/IllustrationJuly 22 (Reuters) - Visa Inc (V.N)said on Thursday that it had agreed to … [+1701 chars]",0,0.868,0.132,2021-07-19 04:00:00+00:00,238.6143023
Reuters,Anna Irrera,Visa to acquire Currencycloud at 700 million pounds valuation - Reuters.com,Visa Inc said on Thursday that it had agreed to buy British cross-border payments provider Currencycloud at a valuation of 700 million pounds ($962.01 million).,https://www.reuters.com/article/us-visa-currencycloud-idUSKBN2ES0YJ,2021-07-22 10:09:00+00:00,"Credit card is seen in front of displayed Visa logo in this illustration taken, July 15, 2021. REUTERS/Dado Ruvic/Illustration
(Reuters) - Visa Inc said on Thursday that it had agreed to buy British… [+1560 chars]",0,0.872,0.128,2021-07-19 04:00:00+00:00,238.6143023
Reuters,Daniel Wiessner,D.C. Circuit: no court review when USCIS revokes visa approval - Reuters,"The U.S. Court of Appeals for the D.C. Circuit on Tuesday said courts do not have the power to review U.S. Citizenship and Immigration Services' decisions to revoke approval of immigrant visa petitions, joining nearly all other federal appeals courts.",https://www.reuters.com/legal/litigation/dc-circuit-no-court-review-when-uscis-revokes-visa-approval-2021-07-20/,2021-07-20 20:04:00+00:00,"New citizens stand during a U.S. Citizenship and Immigration Services (USCIS) naturalization ceremony at the New York Historical Society Museum and Library in Manhattan, New York, U.S., April 10, 201… [+3410 chars]",0,1,0,2021-07-19 04:00:00+00:00,238.6143023
Reuters,"Nupur Anand,Aditya Kalra","India's ban on Mastercard to hit banks' card operations, income -sources - Reuters","India's decision to ban Mastercard Inc <a href=""https://www.reuters.com/companies/MA.N"" target=""_blank"">(MA.N)</a> for non-compliance with data storage rules has unsettled the country's financial sector as it will disrupt banks' card offerings and hit revenue…",https://www.reuters.com/world/india/indias-ban-mastercard-hit-banks-card-operations-income-sources-2021-07-15/,2021-07-15 08:16:00+00:00,"Mastercard credit cards and a padlock are placed on a computer motherboard in this illustration picture taken May 4, 2021. REUTERS/Dado Ruvic/Illustration/File PhotoNEW DELHI, July 15 (Reuters) - Ind… [+4007 chars]",0,0.912,0.088,2021-07-12 04:00:00+00:00,232.3455044
Reuters,Reuters,India's RBL Bank signs up Visa after cenbank ban on Mastercard - Reuters India,"India's RBL Bank <a href=""https://www.reuters.com/companies/RATB.NS"" target=""_blank"">(RATB.NS)</a> said on Thursday it has signed up Visa Inc <a href=""https://www.reuters.com/companies/V.N"" target=""_blank"">(V.N)</a> for its credit cards, a day after India's c…",https://www.reuters.com/world/india/indias-rbl-bank-signs-deal-with-visa-after-indias-mastercard-ban-2021-07-15/,2021-07-15 04:16:00+00:00,"A Visa credit card is seen on a computer keyboard in this picture illustration taken September 6, 2017. REUTERS/Philippe Wojazer/Illustration//File PhotoBENGALURU, July 15 (Reuters) - India's RBL Ban… [+1307 chars]",0,0.909,0.091,2021-07-12 04:00:00+00:00,232.3455044
Reuters,Anna Irrera,Fintech investor Nyca Partners snaps up former regulator to focus on crypto - Reuters,"Matt Homer, who formerly led the New York Department of Financial Services's innovation division, has joined Nyca Partners, the venture capital firm founded by ex-Visa President Hans Morris, the company said.",https://www.reuters.com/technology/fintech-investor-nyca-partners-snaps-up-former-regulator-focus-crypto-2021-07-09/,2021-07-09 13:40:00+00:00,"July 9 (Reuters) - Matt Homer, who formerly led the New York Department of Financial Services's innovation division, has joined Nyca Partners, the venture capital firm founded by ex-Visa President Ha… [+1568 chars]",0,0.92,0.08,2021-07-05 04:00:00+00:00,234.2232172
Reuters,Reuters,Visa says spending on crypto-linked cards topped $1 bln in first half this year - Reuters,"Visa Inc <a href=""https://www.reuters.com/companies/V.N"" target=""_blank"">(V.N)</a> said on Wednesday its customers spent more than $1 billion on its crypto-linked cards in the first half of this year, as the payments processor takes steps to make crypto trans…",https://www.reuters.com/technology/visa-says-spending-crypto-linked-cards-topped-1-bln-first-half-this-year-2021-07-07/,2021-07-07 14:50:00+00:00,"July 7 (Reuters) - Visa Inc (V.N) said on Wednesday its customers spent more than $1 billion on its crypto-linked cards in the first half of this year, as the payments processor takes steps to make c… [+1287 chars]",0,1,0,2021-07-05 04:00:00+00:00,234.2232172
Reuters,Jimin Kang,Delivery app Rappi partners with Visa to launch credit cards in Brazil - Reuters,"SoftBank-backed <a href=""https://www.reuters.com/companies/9984.T"" target=""_blank"">(9984.T)</a> delivery app Rappi is launching credit cards for its users in Brazil, expanding its financial products portfolio as competition in the payments sector heats up in …",https://www.reuters.com/business/finance/delivery-app-rappi-partners-with-visa-launch-credit-cards-brazil-2021-07-02/,2021-07-02 18:53:00+00:00,"SAO PAULO, July 1 (Reuters) - SoftBank-backed (9984.T) delivery app Rappi is launching credit cards for its users in Brazil, expanding its financial products portfolio as competition in the payments … [+1656 chars]",0,0.918,0.082,2021-06-28 04:00:00+00:00,232.7562664
Reuters,Reuters,Visa to buy European open banking platform Tink for $2.15 billion - Reuters,Payments technology company Visa Inc (V.N) said on Thursday it had signed a deal to buy European open banking platform Tink and would pay 1.8 billion euros ($2.15 billion) for the acquisition.,https://www.reuters.com/business/visa-buy-european-open-banking-platform-tink-215-billion-2021-06-24/,2021-06-24 07:07:00+00:00,"A Visa credit card is seen on a computer keyboard in this picture illustration taken September 6, 2017. REUTERS/Philippe Wojazer/Illustration//File PhotoJune 24 (Reuters) - Payments technology compan… [+909 chars]",0,0.906,0.094,2021-06-21 04:00:00+00:00,226.3505684
Reuters,Reuters,"Venture capital firm Blockchain Capital raises $300 mln from PayPal, Visa - Reuters","Blockchain Capital, a cryptocurrency- and blockchain-focused venture capital firm, raised $300 million in funding for its Fund V from investors including PayPal Holdings Inc (PYPL.O) and Visa Inc (V.N), the company said on Tuesday.",https://www.reuters.com/technology/venture-capital-firm-blockchain-capital-raises-300-mln-paypal-visa-2021-06-22/,2021-06-22 14:34:00+00:00,"June 22 (Reuters) - Blockchain Capital, a cryptocurrency- and blockchain-focused venture capital firm, raised $300 million in funding for its Fund V from investors including PayPal Holdings Inc (PYPL… [+1101 chars]",0,1,0,2021-06-21 04:00:00+00:00,226.3505684
Reuters,"Anna Irrera, David Henry",PayPal overhauls U.S. rates as payments competition heats up - Reuters.com,"PayPal Holdings Inc will lift merchant costs for its branded payment products while cutting those for behind-the-scenes processing of some Visa and Mastercard transactions, a bold move in an increasingly competitive digital payments sector.",https://www.reuters.com/article/us-paypal-rates-idUSKCN2DU1V4,2021-06-18 16:17:17+00:00,"NEW YORK (Reuters) - PayPal Holdings Inc will lift merchant costs for its branded payment products while cutting those for behind-the-scenes processing of some Visa and Mastercard transactions, a bol… [+3453 chars]",0.049,0.951,0,2021-06-14 04:00:00+00:00,229.5290012
Reuters,"David Henry,Anna Irrera",PayPal overhauls U.S. rates as payments competition heats up - Reuters,"PayPal Holdings Inc (PYPL.O) will lift merchant costs for its branded payment products while cutting those for behind-the-scenes processing of some Visa and Mastercard transactions, a bold move in an increasingly competitive digital payments sector.",https://www.reuters.com/business/paypal-overhauls-us-rates-payments-competition-heats-up-2021-06-18/,2021-06-18 16:02:00+00:00,"A payment is made on a mobile device during a PayPal demonstration at Terra Gallery in San Francisco, California May 21, 2015. REUTERS/Robert Galbraith/File PhotoNEW YORK, June 18 (Reuters) - PayPal … [+3643 chars]",0,0.952,0.048,2021-06-14 04:00:00+00:00,229.5290012
Reuters,Kanishka Singh,Amazon reviewing bids to replace JPMorgan as credit card partner - source - Reuters,"E-commerce giant Amazon.com Inc (AMZN.O) is fielding bids to replace U.S. lender JPMorgan Chase & Co (JPM.N) as the issuer on its co-branded credit card portfolio, a person familiar with the matter told Reuters.",https://www.reuters.com/business/amazon-reviewing-bids-replace-jpmorgan-credit-card-partner-source-2021-06-09/,2021-06-09 02:48:00+00:00,"The logo of Amazon is seen at the company logistics centre in Boves, France, August 8, 2018. REUTERS/Pascal Rossignol/File PhotoE-commerce giant Amazon.com Inc (AMZN.O) is fielding bids to replace U.… [+779 chars]",0,0.948,0.052,2021-06-07 04:00:00+00:00,227.719752
Reuters,Paresh Dave,Google leads U.S. business push to preserve work permits for H-1B spouses - Reuters,"Alphabet Inc's Google said on Friday it was leading about 30 companies and trade groups in opposing a lawsuit that seeks to stop over 90,000 spouses of highly skilled U.S. visa workers from having jobs in the country.",https://www.reuters.com/article/google-immigration-idUSL1N2N0341,2021-05-14 10:00:00+00:00,"May 14 (Reuters) - Alphabet Incs Google said on Friday it was leading about 30 companies and trade groups in opposing a lawsuit that seeks to stop over 90,000 spouses of highly skilled U.S. visa work… [+1746 chars]",0.108,0.892,0,2021-05-10 04:00:00+00:00,226.1687485
Reuters,"Reuters,Noor Hussain",Visa emerging from 'COVID storm' as spending volumes recover - Reuters,"Visa Inc (V.N) is emerging from the COVID-19 pandemic, its top boss said on Tuesday, as a surge in online shopping helped the world's biggest payment processor beat Wall Street estimates for quarterly profit and counter sluggish travel spending.",https://www.reuters.com/business/finance/visa-beats-profit-estimates-spending-volumes-recover-2021-04-27/,2021-04-27 23:01:00+00:00,"A Visa credit card is seen on a computer keyboard in this picture illustration taken September 6, 2017. REUTERS/Philippe Wojazer/IllustrationVisa Inc (V.N) is emerging from the COVID-19 pandemic, its… [+1857 chars]",0,0.915,0.085,2021-04-26 04:00:00+00:00,225.3582289
Reuters,Reuters,Visa second-quarter profit falls as pandemic crimps travel spending - Reuters,"Visa Inc (V.N) reported a fall in quarterly profit on Tuesday as the COVID-19 pandemic hit large parts of the global travel and retail industries, pressuring cross-border spending volumes for the world's largest payment processor.",https://www.reuters.com/business/finance/visa-second-quarter-profit-falls-pandemic-crimps-travel-spending-2021-04-27/,2021-04-27 20:55:00+00:00,"A Visa credit card is seen on a computer keyboard in this picture illustration taken September 6, 2017. REUTERS/Philippe Wojazer/IllustrationVisa Inc (V.N) reported a fall in quarterly profit on Tues… [+498 chars]",0,0.831,0.169,2021-04-26 04:00:00+00:00,225.3582289
Reuters,Reuters,Mastercard and digital currency exchange Gemini to launch crypto rewards credit card - Reuters,"Mastercard Inc (MA.N) and U.S. cryptocurrency exchange Gemini will launch the first credit card that gives users digital currency ""rewards"" on purchases this year, deepening the involvement of major payment firms in the emerging asset class.",https://www.reuters.com/technology/mastercard-digital-currency-exchange-gemini-launch-crypto-rewards-credit-card-2021-04-27/,2021-04-27 11:14:00+00:00,"Mastercard Inc (MA.N) and U.S. cryptocurrency exchange Gemini will launch the first credit card that gives users digital currency ""rewards"" on purchases this year, deepening the involvement of major … [+1118 chars]",0,0.92,0.08,2021-04-26 04:00:00+00:00,225.3582289
Reuters,Reuters Staff,Mastercard and digital currency exchange Gemini to launch crypto rewards credit card - Reuters,"Mastercard Inc and U.S. cryptocurrency exchange Gemini will launch the first credit card that gives users digital currency ""rewards"" on purchases this year, deepening the involvement of major payment firms in the emerging asset class.",https://www.reuters.com/article/crypto-currency-mastercard-idUSL4N2MJ2EU,2021-04-27 11:01:00+00:00,"By Reuters Staff
LONDON, April 27 (Reuters) - Mastercard Inc and U.S. cryptocurrency exchange Gemini will launch the first credit card that gives users digital currency rewards on purchases this yea… [+1061 chars]",0,0.84,0.16,2021-04-26 04:00:00+00:00,225.3582289
Reuters,Reuters,WeWork to begin accepting cryptocurrency for payments - Reuters,Office-sharing startup WeWork said on Tuesday it would begin accepting payments in select cryptocurrencies and partner with Coinbase Global Inc (COIN.O) and paymemt app Bitpay for transactions in cryptocurrencies.,https://www.reuters.com/business/wework-begin-accepting-cryptocurrency-payments-2021-04-20/,2021-04-20 11:44:00+00:00,Office-sharing startup WeWork said on Tuesday it would begin accepting payments in select cryptocurrencies and partner with Coinbase Global Inc (COIN.O) and paymemt app Bitpay for transactions in cry… [+478 chars],0,0.92,0.08,2021-04-19 04:00:00+00:00,220.4559591
Reuters,Reuters Staff,Brazil central bank authorizes payments through Facebook's WhatsApp - Reuters Africa,"Brazil's central bank on Tuesday cleared the way for Facebook's WhatsApp messaging service to let its users send each other funds using the Visa Inc and Mastercard card networks, according to a statement.",https://www.reuters.com/article/us-facebook-brazil-payments-idUSKBN2BM37H,2021-03-30 21:47:39+00:00,"By Reuters Staff
FILE PHOTO: A logo of WhatsApp is pictured on a T-shirt worn by a WhatsApp-Reliance Jio representative during a drive by the two companies to educate users, on the outskirts of Kolk… [+994 chars]",0.064,0.936,0,2021-03-29 04:00:00+00:00,207.4678444
Reuters,Noor Zainab Hussain,Exclusive: Visa moves to allow payment settlements using cryptocurrency - Reuters,"Visa Inc said on Monday it will allow the use of the cryptocurrency USD Coin to settle transactions on its payment network, the latest sign of growing acceptance of digital currencies by the mainstream financial industry.",https://www.reuters.com/article/us-crypto-currency-visa-exclusive-idINKBN2BL0X9,2021-03-29 08:54:00+00:00,"(Reuters) - Visa Inc said on Monday it will allow the use of the cryptocurrency USD Coin to settle transactions on its payment network, the latest sign of growing acceptance of digital currencies by … [+1693 chars]",0,0.829,0.171,2021-03-29 04:00:00+00:00,207.4678444
Reuters,Noor Zainab Hussain,Exclusive: Visa moves to allow payment settlements using cryptocurrency - Reuters,"Visa Inc said on Monday it will allow the use of the cryptocurrency USD Coin to settle transactions on its payment network, the latest sign of growing acceptance of digital currencies by the mainstream financial industry.",https://www.reuters.com/article/us-crypto-currency-visa-exclusive-idUSKBN2BL0X9,2021-03-29 08:54:00+00:00,"(Reuters) - Visa Inc said on Monday it will allow the use of the cryptocurrency USD Coin to settle transactions on its payment network, the latest sign of growing acceptance of digital currencies by … [+1693 chars]",0,0.829,0.171,2021-03-29 04:00:00+00:00,207.4678444
Reuters,Noor Zainab Hussain,EXCLUSIVE-Visa moves to allow payment settlements using cryptocurrency - Reuters,"Visa Inc said on Monday it will allow the use of the cryptocurrency USD Coin to settle transactions on its payment network, the latest sign of growing acceptance of digital currencies by the mainstream financial industry.",https://www.reuters.com/article/crypto-currency-visa-idUSB8N27V00M,2021-03-29 08:45:00+00:00,"March 29 (Reuters) - Visa Inc said on Monday it will allow the use of the cryptocurrency USD Coin to settle transactions on its payment network, the latest sign of growing acceptance of digital curre… [+1784 chars]",0,0.833,0.167,2021-03-29 04:00:00+00:00,207.4678444
Reuters,Reuters Staff,U.S. Justice Department probing Visa over debit-card practices: WSJ - Reuters,"The U.S. Department of Justice is investigating if Visa Inc is engaging in anticompetitive practices in the debit-card market, the Wall Street Journal reported on Friday, citing people familiar with the matter.",https://www.reuters.com/article/us-visa-investigation-idUSKBN2BB1OV,2021-03-19 14:51:00+00:00,"By Reuters Staff
FILE PHOTO: A Visa credit card is seen on a computer keyboard in this picture illustration taken September 6, 2017. REUTERS/Philippe Wojazer/Illustration
(Reuters) - The U.S. Depar… [+263 chars]",0,0.915,0.085,2021-03-15 04:00:00+00:00,218.971602
Reuters,Reuters Staff,Mastercard to delay card fee hikes until April next year - Reuters,"Mastercard Inc has postponed plans for changes in interchange fee until April next year, the payments processor said in an emailed statement on Tuesday.",https://www.reuters.com/article/us-mastercard-fee-idUSKBN2B82K2,2021-03-16 17:23:00+00:00,"By Reuters Staff
FILE PHOTO: A Mastercard logo is seen on a credit card in this picture illustration August 30, 2017. REUTERS/Thomas White
(Reuters) - Mastercard Inc has postponed plans for changes… [+971 chars]",0.054,0.868,0.078,2021-03-15 04:00:00+00:00,218.971602
Reuters,Reuters Staff,Visa profit falls as pandemic crimps travel spending - Reuters,"Visa Inc reported a 4% fall in quarterly profit on Thursday, hurt by lower cross-border spending volumes as the COVID-19 pandemic hammered the global travel industry.",https://www.reuters.com/article/us-visa-results-idUSKBN29X2W2,2021-01-28 21:10:00+00:00,"By Reuters Staff
FILE PHOTO: Visa credit cards are seen in this picture illustration taken June 9, 2016. REUTERS/Maxim Zmeyev/Illustration
(Reuters) - Visa Inc reported a 4% fall in quarterly profi… [+819 chars]",0,0.92,0.08,2021-01-25 05:00:00+00:00,195.3385484
Reuters,Reuters Staff,Visa temporarily suspends all political donations - Reuters,Visa Inc said on Tuesday its political action committee had temporarily suspended all donations last week as it reviews its candidate contribution guidelines.,https://www.reuters.com/article/us-usa-election-corporate-visa/visa-temporarily-suspends-all-political-donations-idUSKBN29I2KT,2021-01-13 17:47:00+00:00,"By Reuters Staff
FILE PHOTO: A Visa credit card is seen on a computer keyboard in this picture illustration taken September 6, 2017. REUTERS/Philippe Wojazer/Illustration
(Reuters) - Visa Inc said … [+712 chars]",0,0.915,0.085,2021-01-11 05:00:00+00:00,208.6185381
Reuters,Reuters Staff,Visa temporarily suspends all political donations - Reuters Canada,Visa Inc said on Tuesday its political action committee had temporarily suspended all donations last week as it reviews its candidate contribution guidelines.,https://www.reuters.com/article/us-usa-election-corporate-visa/visa-temporarily-suspends-all-political-donations-idUSKBN29I2KT?il=0,2021-01-13 17:47:00+00:00,"By Reuters Staff
FILE PHOTO: A Visa credit card is seen on a computer keyboard in this picture illustration taken September 6, 2017. REUTERS/Philippe Wojazer/Illustration
(Reuters) - Visa Inc said … [+712 chars]",0,0.915,0.085,2021-01-11 05:00:00+00:00,208.6185381
Reuters,Reuters Staff,UPDATE 1-Visa temporarily suspends all political donations - Reuters,Visa Inc said on Tuesday its political action committee had temporarily suspended all donations last week as it reviews its candidate contribution guidelines.,https://www.reuters.com/article/usa-election-corporate-visa/update-1-visa-temporarily-suspends-all-political-donations-idUSL4N2JO3JU,2021-01-13 17:43:00+00:00,"By Reuters Staff
FILE PHOTO: A Visa credit card is seen on a computer keyboard in this picture illustration taken September 6, 2017. REUTERS/Philippe Wojazer/Illustration
(Reuters) - Visa Inc said … [+712 chars]",0,0.915,0.085,2021-01-11 05:00:00+00:00,208.6185381
Reuters,Reuters Staff,"Visa, Plaid call off $5.3 billion deal - Reuters",Visa Inc and fintech startup Plaid said on Tuesday they had terminated their merger agreement and agreed with the U.S. Department of Justice to dismiss a litigation related to the proposed $5.3 billion deal.,https://www.reuters.com/article/us-plaid-m-a-visa/visa-plaid-call-off-5-3-billion-deal-idUSKBN29H2UL,2021-01-12 21:32:00+00:00,"By Reuters Staff
(Reuters) - Visa Inc and fintech startup Plaid said on Tuesday they had terminated their merger agreement and agreed with the U.S. Department of Justice to dismiss a litigation rela… [+250 chars]",0.046,0.734,0.22,2021-01-11 05:00:00+00:00,208.6185381
Reuters,Reuters Staff,Visa temporarily suspends all political donations - Reuters,Visa Inc said on Tuesday its political action committee had temporarily suspended all donations last week as it reviews its candidate contribution guidelines.,https://www.reuters.com/article/usa-election-corporate-visa/visa-temporarily-suspends-all-political-donations-idUSL4N2JN3D0,2021-01-12 16:54:00+00:00,"By Reuters Staff
FILE PHOTO: A Visa credit card is seen on a computer keyboard in this picture illustration taken September 6, 2017. REUTERS/Philippe Wojazer/Illustration
(Reuters) - Visa Inc said … [+663 chars]",0,0.915,0.085,2021-01-11 05:00:00+00:00,208.6185381
Reuters,Reuters Staff,Visa temporarily suspends all political donations - Reuters,Visa Inc said on Tuesday its political action committee had temporarily suspended all donations last week as it reviews its candidate contribution guidelines.,https://www.reuters.com/article/us-usa-election-corporate-visa/visa-temporarily-suspends-all-political-donations-idUSKBN29H2D4,2021-01-12 16:54:00+00:00,"By Reuters Staff
FILE PHOTO: A Visa credit card is seen on a computer keyboard in this picture illustration taken September 6, 2017. REUTERS/Philippe Wojazer/Illustration
(Reuters) - Visa Inc said … [+663 chars]",0,0.915,0.085,2021-01-11 05:00:00+00:00,208.6185381
Reuters,Reuters Staff,Visa maintains card usage suspension on Pornhub - Reuters Africa,Visa Inc said on Wednesday that usage of its cards on MindGeek's platforms with user-generated content such as Pornhub will remain suspended until pending investigations are complete.,https://www.reuters.com/article/us-pornhub-visa-idUSKBN28X2D0,2020-12-23 18:49:00+00:00,"By Reuters Staff
FILE PHOTO: A Visa credit card is seen on a computer keyboard in this picture illustration taken September 6, 2017. REUTERS/Philippe Wojazer/Illustration
(Reuters) - Visa Inc said … [+288 chars]",0,0.915,0.085,2020-12-21 05:00:00+00:00,203.0706101
Reuters,Daniel Wiessner,9th Circuit says USCIS wrongly denied H-1B petition over educational requirement - Reuters,A U.S. appeals court on Wednesday said U.S. Citizenship and Immigration Services arbitrarily denied an IT consulting firm's application to hire a computer programmer from India through the H-1B visa program.,https://www.reuters.com/article/employment-h1b-idUSL1N2IW3EK,2020-12-16 22:44:00+00:00,A U.S. appeals court on Wednesday said U.S. Citizenship and Immigration Services arbitrarily denied an IT consulting firms application to hire a computer programmer from India through the H-1B visa p… [+328 chars],0.088,0.912,0,2020-12-14 05:00:00+00:00,202.6610998
Reuters,Reuters Staff,BlockFi partners with Visa to launch bitcoin rewards credit card - Reuters,"Cryptocurrency startup BlockFi said on Tuesday it would partner with Visa Inc, Evolve Bank and credit card firm Deserve to offer a credit card that lets users earn bitcoin on purchases.",https://www.reuters.com/article/us-blockfi-crypto-currency-visa-idUSKBN28B603,2020-12-01 18:12:00+00:00,"By Reuters Staff
(Reuters) - Cryptocurrency startup BlockFi said on Tuesday it would partner with Visa Inc, Evolve Bank and credit card firm Deserve to offer a credit card that lets users earn bitco… [+922 chars]",0,0.86,0.14,2020-11-30 05:00:00+00:00,204.3089035
Reuters,Reuters Staff,U.S. sues Visa to block its acquisition of Plaid - Reuters Canada,The U.S. government on Thursday filed a lawsuit seeking to block Visa Inc <V.N> from purchasing the financial technology firm Plaid.,https://ca.reuters.com/article/us-visa-lawsuit-plaid-idCAKBN27L26S,2020-11-05 16:54:00+00:00,"By Reuters Staff
FILE PHOTO: VISA credit cards are seen in this picture illustration taken June 9, 2016. REUTERS/Maxim Zmeyev/Illustration
(Reuters) - The U.S. government on Thursday filed a lawsui… [+1244 chars]",0,0.918,0.082,2020-11-02 05:00:00+00:00,179.6330997
Reuters,Reuters Staff,U.S. sues Visa to block its acquisition of Plaid - Reuters UK,The U.S. government on Thursday filed a lawsuit seeking to block Visa Inc from purchasing the financial technology firm Plaid.,https://uk.reuters.com/article/us-visa-lawsuit-plaid-idUKKBN27L26S,2020-11-05 16:07:00+00:00,"By Reuters Staff
FILE PHOTO: VISA credit cards are seen in this picture illustration taken June 9, 2016. REUTERS/Maxim Zmeyev/Illustration
(Reuters) - The U.S. government on Thursday filed a lawsui… [+309 chars]",0,0.918,0.082,2020-11-02 05:00:00+00:00,179.6330997
Reuters,"Imani Moise, Niket  Nishant",Visa profit falls 23% as payment volumes plunge - Reuters,"Visa Inc <V.N> reported a 23% drop in quarterly profit on Wednesday, as spending volumes at the payment processor sank due to the COVID-19 pandemic.",https://www.reuters.com/article/us-visa-results-idUSKBN27D30Z,2020-10-28 20:22:00+00:00,"FILE PHOTO: A Visa logo is seen during a news conference at the MAXXI National Museum in Rome, Italy May 17, 2016 REUTERS/Alessandro Bianchi
(Reuters) - Visa Inc V.N reported a 23% drop in quarterly… [+745 chars]",0.062,0.938,0,2020-10-26 04:00:00+00:00,190.8193891
Reuters,Reuters Staff,Visa profit falls 23% as payment volumes plunge - Reuters India,"Visa Inc reported a 23% drop in quarterly profit on Wednesday, as spending volumes at the payment processor sank due to the COVID-19 pandemic.",https://www.reuters.com/article/visa-results-idUSFWN2HJ1I8,2020-10-28 20:17:18+00:00,"By Reuters Staff
Oct 28 (Reuters) - Visa Inc reported a 23% drop in quarterly profit on Wednesday, as spending volumes at the payment processor sank due to the COVID-19 pandemic.
Net income fell to… [+196 chars]",0.055,0.868,0.076,2020-10-26 04:00:00+00:00,190.8193891
Reuters,Reuters Staff,Visa's deal to buy fintech startup Plaid faces antitrust scrutiny - Reuters India,"Payment processor Visa Inc's $5.3 billion deal to buy fintech startup Plaid Inc is facing antitrust scrutiny at the U.S. Justice Department, which filed a petition with a court on Tuesday demanding more information about the business.",https://in.reuters.com/article/plaid-m-a-visa-doj-idINKBN27D0JJ,2020-10-28 06:20:00+00:00,"By Reuters Staff
A Visa logo is seen on a Formula E racing car during a news conference to present the partnership between Enel Group and FIA Formula E Championship at the MAXXI National Museum in R… [+1284 chars]",0,0.919,0.081,2020-10-26 04:00:00+00:00,190.8193891
Reuters,Anna Irrera,Mastercard backs card issuing start-up Marqeta - Reuters UK,"Mastercard Inc <MA.N> has made a strategic investment in fintech firm Marqeta Inc and extended an existing partnership with the card issuing start-up, the companies said on Thursday.",https://uk.reuters.com/article/uk-mastercard-marqeta-idUKKBN26T2BI,2020-10-08 12:55:00+00:00,"LONDON (Reuters) - Mastercard Inc MA.N has made a strategic investment in fintech firm Marqeta Inc and extended an existing partnership with the card issuing start-up, the companies said on Thursday.… [+1533 chars]",0,1,0,2020-10-05 04:00:00+00:00,197.3520601
Reuters,Anna Irrera,Mastercard backs card issuing start-up Marqeta - Reuters,"Mastercard Inc <MA.N> has made a strategic investment in fintech firm Marqeta Inc and extended an existing partnership with the card issuing start-up, the companies said on Thursday.",https://www.reuters.com/article/us-mastercard-marqeta-idUSKBN26T1WN,2020-10-08 11:11:00+00:00,"LONDON (Reuters) - Mastercard Inc MA.N has made a strategic investment in fintech firm Marqeta Inc and extended an existing partnership with the card issuing start-up, the companies said on Thursday.… [+1533 chars]",0,1,0,2020-10-05 04:00:00+00:00,197.3520601
