source,author,title,description,url,publishedAt,content,Negative,Nuetral,Positive,Date,Stock Price
Zacks.com,Sweta Killa,Gaming ETFs to Gain Post Apple-Epic Games Ruling,"Gaming stocks jumped in the Sep 10 trading session, following the Apple (AAPL)-Epic Games lawsuit ruling.",http://www.zacks.com/stock/news/1795695/gaming-etfs-to-gain-post-apple-epic-games-ruling?cid=CS-ENTREPRENEUR-FT-etf_news_and_commentary-1795695,2021-09-13 16:10:00+00:00,"Gaming stocks jumped in the Sep 10 trading session, following the Apple AAPL-Epic Games lawsuit ruling. U.S. District Judge Yvonne Gonzalez Rogers in Oakland, CA ruled that the iPhone maker can no lo… [+6186 chars]",0.111,0.889,0.0,2021-09-13 04:00:00+00:00,148.32068391287726
Zacks.com,Zacks Equity Research,4 Stocks to Gain From the Unbridled Popularity of Smartwatches,"Watch out for the likes of Apple (AAPL), Garmin (GRMN), Qualcomm (QCOM) and Alphabet (GOOGL) as demand for smartwatches continues unabated.",http://www.zacks.com/stock/news/1795585/4-stocks-to-gain-from-the-unbridled-popularity-of-smartwatches?cid=CS-ENTREPRENEUR-FT-analyst_blog|investment_ideas-1795585,2021-09-13 13:50:00+00:00,The outbreak of the coronavirus last year aided the popularity of smartwatches as people became more health-conscious. Smartwatches come equipped with heart rate monitors and wearers can also measure… [+5064 chars],0.0,0.906,0.094,2021-09-13 04:00:00+00:00,148.32068391287726
Zacks.com,Ritujay Ghosh,Contactless Payment Gaining Popularity: 4 Stocks to Watch,"With more people preferring the contactless mode of payment owing to the pandemic, companies like Alphabet's (GOOGL) Google Pay and Apple's (AAPL) App...",http://www.zacks.com/stock/news/1794666/contactless-payment-gaining-popularity-4-stocks-to-watch?cid=CS-ENTREPRENEUR-FT-analyst_blog|investment_ideas-1794666,2021-09-10 11:47:00+00:00,Contactless payments have been in existence for a decade now but not too many used it till the pandemic hit. The COVID-19 pandemic has completely changed the way people have been transacting so long.… [+5393 chars],0.0,1.0,0.0,2021-09-06 04:00:00+00:00,152.5940924677167
CNN,By CNN Business,"Bitcoin drops below $43,000 on El Salvador's first day using it",Here's the latest news on what stocks are doing.,https://www.cnn.com/business/live-news/stock-market-news-090821/index.html,2021-09-08 10:35:55+00:00,"Apple (AAPL) will likely reveal its latest lineup of iPhones next week
.
The company sent out press invitations Tuesday for a virtual event -- with the tagline ""California Streaming"" -- that will t… [+492 chars]",0.0,1.0,0.0,2021-09-06 04:00:00+00:00,152.5940924677167
StockNews.com,Imon Ghosh,Are Shares of Apple a Buy Under $150?,"Tech giant Apple (AAPL) achieved double-digit growth across its product categories in its last reported quarter. So, given the growing optimism surrou...",https://stocknews.com/news/aapl-caj-sekey-are-shares-of-apple-a-buy-under-150/,2021-08-24 13:01:42+00:00,"August
24, 2021
5 min read
This story originally appeared on StockNews
Tech giant Apple (AAPL) achieved double-digit growth across its product categories in its last reported quarter. So, given t… [+6207 chars]",0.0,0.923,0.077,2021-08-23 04:00:00+00:00,146.0362150019269
CNN,"Rishi Iyengar, CNN Business",Amazon is delaying its return to office until 2022,"Amazon on Thursday pushed back its office return date until early next year amid a surge in Covid-19 cases from the Delta variant, making it one of the most significant delays yet in the tech industry.",https://www.cnn.com/2021/08/05/tech/amazon-office-return-reopening-delay/index.html,2021-08-05 19:20:19+00:00,"(CNN Business)Amazon on Thursday pushed back its office return date until early next year amid a surge in Covid-19 cases from the Delta variant, making it one of the most significant delays yet in th… [+1507 chars]",0.0,0.944,0.056,2021-08-02 04:00:00+00:00,143.9005083333274
StockNews.com,Christian Tharp,What’s Next for Apple as it Forms a Key Resistance Level?,A resistance line has formed in the chart of Apple Inc. (AAPL). This line has prevented AAPL from hitting a new 52 week high. But if the stock breaks...,https://stocknews.com/news/aapl-whats-next-for-apple-as-it-forms-a-key-resistance/,2021-07-29 13:50:23+00:00,"This story originally appeared on StockNews
A resistance line has formed in the chart of Apple Inc. (AAPL). This line has prevented AAPL from hitting a new 52 week high. But if the stock breaks thro… [+3022 chars]",0.0,0.971,0.029,2021-07-26 04:00:00+00:00,145.77840993025308
FXStreet,Ivan Brian,"Breaking: Apple (AAPL) reports Q3 earnings, EPS 30% ahead of estimates - FXStreet","<ol><li>Breaking: Apple (AAPL) reports Q3 earnings, EPS 30% ahead of estimates  FXStreet
</li><li>Strong iPhone 12 sales result in another huge quarter for Apple  MobileSyrup
</li><li>Apple Sales Top Estimates on Demand for 5G iPhones  BNN
</li><li>Apple d…",https://www.fxstreet.com/news/breaking-apple-aapl-reports-q3-earnings-eps-30-ahead-of-estimates-202107272034,2021-07-27 20:34:26+00:00,Information on these pages contains forward-looking statements that involve risks and uncertainties. Markets and instruments profiled on this page are for informational purposes only and should not i… [+1689 chars],0.138,0.862,0.0,2021-07-26 04:00:00+00:00,145.77840993025308
StockNews.com,David Cohne,Here Are My Top 3 Robinhood Stocks to Buy Now,Stock trading app Robinhood appears to be headed for an IPO based on a recent SEC filing. The company is doing well by attracting more investors to it...,https://stocknews.com/news/aapl-nok-wmt-here-are-my-top-3-robinhood-stocks-to-buy-now/,2021-07-16 13:10:32+00:00,"This story originally appeared on StockNews
Stock trading app Robinhood appears to be headed for an IPO based on a recent SEC filing. The company is doing well by attracting more investors to its pl… [+7441 chars]",0.0,0.867,0.133,2021-07-12 04:00:00+00:00,143.7530551620195
StockNews.com,Christian Tharp,Is Apple Setting up for a Big Move?,Apple Inc. (AAPL) stock has been trading in a rectangle trading range over the past several weeks forming a resistance line and level of support. At s...,https://stocknews.com/news/aapl-is-apple-setting-up-for-a-big-move/,2021-06-14 13:37:11+00:00,This story originally appeared on StockNewsApple Inc. (AAPL) stock has been trading in a rectangle trading range over the past several weeks forming a resistance line and level of support. At some po… [+2982 chars],0.0,0.922,0.078,2021-06-14 04:00:00+00:00,125.67207194889974
Business Insider,Rob Price and Becky Peterson,EXCLUSIVE: Apple cofounder Steve Wozniak is being sued for allegedly stealing a professor's business idea (AAPL),"Summary List PlacementIn early 2011, at a luncheon at Sacramento's Hyatt Regency hotel, Apple cofounder Steve Wozniak clasped hands with a Connecticut business professor named Ralph Reilly.
According to Reilly, the pair had agreed to establish a futuristic ""t…",https://www.businessinsider.com/steve-wozniak-sued-over-alleged-theft-of-business-idea-2021-5,2021-05-23 11:00:00+00:00,"In early 2011, at a luncheon at Sacramento's Hyatt Regency hotel, Apple cofounder Steve Wozniak clasped hands with a Connecticut business professor named Ralph Reilly.
According to Reilly, the pair … [+12962 chars]",0.0,1.0,0.0,2021-05-17 04:00:00+00:00,124.68887650989602
Business Insider,Ben Gilbert,"Viruses and malware on Mac computers have reached an 'unacceptable' level, according to Apple exec Craig Federighi (AAPL)","Summary List PlacementApple's computers, from its iconic iMac to the latest MacBook, are getting slammed by malware and viruses.
That's according to Apple senior VP Craig Federighi's sworn testimony given on Wednesday in a California court room. ""Today, we ha…",https://www.businessinsider.com/viruses-on-mac-computers-at-unacceptable-level-apple-says-2021-5,2021-05-20 14:32:21+00:00,"Apple's computers, from its iconic iMac to the latest MacBook, are getting slammed by 
 malware and viruses.
That's according to Apple senior VP Craig Federighi's sworn testimony given on Wednesday… [+2564 chars]",0.0,1.0,0.0,2021-05-17 04:00:00+00:00,124.68887650989602
StockNews.com,Andrew Hecht,Apple and Facebook Knock the Cover Off the Ball in Q1 Earnings,"As most companies have reported earnings for the first quarter, two stand out with massive growth, Apple (AAPL) and Facebook (FB). With Facebook facing changes at Apple, can both companies keep this growth up? Read more to find out.",https://stocknews.com/news/aapl-fb-apple-and-facebook-knock-the-cover-off-the-ball-in/,2021-05-11 13:52:35+00:00,"This story originally appeared on StockNewsAs most companies have reported earnings for the first quarter, two stand out with massive growth, Apple (AAPL) and Facebook (FB). With Facebook facing chan… [+7604 chars]",0.0,0.923,0.077,2021-05-10 04:00:00+00:00,127.23535099453754
StockNews.com,David Cohne,3 High Profile Tech Stocks Poised for More Growth,"Three of the biggest tech companies in the world recently posted stellar earnings. While the majority of companies in the S&P 500 beat analyst estimates this past quarter, Facebook (FB), Apple (AAPL), and Alphabet (GOOGL) have multiple growth catalysts that s…",https://stocknews.com/news/fb-aapl-googl-3-high-profile-tech-stocks-poised-for-more-growth/,2021-05-10 22:20:50+00:00,This story originally appeared on StockNewsThree of the biggest tech companies in the world recently posted stellar earnings. While the majority of companies in the S&amp;P 500 beat analyst estimates… [+6341 chars],0.0,1.0,0.0,2021-05-10 04:00:00+00:00,127.23535099453754
Business Insider,Katie Canales,Apple will reportedly make 25 million fewer AirPods this year as competitors saturate the market (AAPL),"Summary List PlacementApple is dialing back production of its AirPods as sales dip amid increasing competition in the wireless Bluetooth headphones market, according to a report from Nikkei Asia.
Production will be slashed by 25% to 30% specifically, sources …",https://www.businessinsider.com/apple-slash-airpods-production-sales-dip-wireless-earphones-2021-4,2021-04-28 14:29:27+00:00,"Apple is dialing back production of its AirPods as sales dip amid increasing competition in the wireless 
 Bluetooth headphones market, according to a report from Nikkei Asia.
Production will be sl… [+1739 chars]",0.0,1.0,0.0,2021-04-26 04:00:00+00:00,132.33946875759113
Business Insider,Will Daniel,'Sunny days in Cupertino': Here's what 4 Wall Street analysts expect from Apple's fiscal 2nd-quarter earnings report (AAPL),"Summary List PlacementApple will report its fiscal second-quarter earnings after the market closes on Wednesday, and all eyes will be on iPhone sales and guidance as the Street debates whether we are seeing an iPhone ""supercycle.""
The average analyst estimate…",https://markets.businessinsider.com/news/stocks/apple-q1-earnings-preview-aapl-iphone-supercycle-buybacks-dividend-increase-2021-4-1030357545,2021-04-28 12:00:00+00:00,"Apple CEO Tim Cook.
Karl Mondon/Digital First Media/The Mercury News via Getty Images
Apple will report its fiscal second-quarter earnings after the market closes on Wednesday, and all eyes will be… [+4554 chars]",0.0,1.0,0.0,2021-04-26 04:00:00+00:00,132.33946875759113
Business Insider,Lisa Eadicicco,Apple's new iPad Pro is the best explanation for why we'll never see a touchscreen MacBook (AAPL),"Summary List PlacementApple's iPad Pro has always seemed like an alternative to the laptop. After all, it has a laptop-sized screen, it's designed to work best with a keyboard, and it now supports trackpad input.
But the company took that idea a step further …",https://www.businessinsider.com/apple-new-ipad-pro-future-of-the-laptop-macbook-2021-4,2021-04-20 21:52:31+00:00,"Apple's iPad Pro has always seemed like an alternative to the laptop. After all, it has a laptop-sized screen, it's designed to work best with a keyboard, and it now supports trackpad input.
But the… [+3922 chars]",0.0,0.84,0.16,2021-04-19 04:00:00+00:00,131.0438471456111
Business Insider,Matthew DeBord,Apple can definitely build a car — but it wouldn't want to sell it in the US (AAPL),"Summary List PlacementSince the Apple Car rumor mill fired back up again a few months ago, the renewed notion that Cupertino might actually, seriously, for reals be thinking about building an actual, serious for reals vehicle has refused to fade. And that's d…",https://www.businessinsider.com/apple-can-build-a-car-cant-sell-in-the-us-2021-4,2021-04-17 11:07:00+00:00,"Since the Apple Car rumor mill fired back up again a few months ago, the renewed notion that Cupertino might actually, seriously, for reals be thinking about building an actual, serious for reals veh… [+5264 chars]",0.171,0.829,0.0,2021-04-12 04:00:00+00:00,130.07216333715752
Business Insider,Katie Canales,"Apple Music reportedly said it will pay artists a penny per stream — double what Spotify pays (AAPL, SPOT)","Summary List PlacementApple Music is telling artists that it will start paying them one cent per stream, per a Friday report from the Wall Street Journal.
The company told artists the news in a letter, which was viewed by the outlet, that will be posted on th…",https://www.businessinsider.com/spotify-pays-artists-half-apple-penny-per-stream-2021-4,2021-04-16 15:28:48+00:00,"Apple Music is telling artists that it will start paying them one cent per stream, per a Friday report from the Wall Street Journal.
The company told artists the news in a letter, which was viewed b… [+1941 chars]",0.0,1.0,0.0,2021-04-12 04:00:00+00:00,130.07216333715752
Business Insider,Emily Graffeo,"Apple's stock price doesn't reflect the 12% upside offered by its growing autonomous-vehicle ambitions, UBS says (AAPL)","Summary List PlacementApple's current stock price doesn't reflect the tech giant's budding autonomous-vehicle ambitions, according to a team of UBS equity analysts led by David Vogt.  
The analysts have a price target of $142 for Apple, a roughly 12% gain fro…",https://markets.businessinsider.com/news/stocks/apple-stock-price-aapl-target-self-driving-autonomous-vehicle-patent-2021-4-1030286444,2021-04-08 14:58:33+00:00,"Apple CEO Tim Cook.
Karl Mondon/Digital First Media/The Mercury News via Getty Images
Apple's current stock price doesn't reflect the tech giant's budding autonomous-vehicle ambitions, according to… [+2035 chars]",0.0,1.0,0.0,2021-04-05 04:00:00+00:00,121.58190834306835
Business Insider,Will Daniel,"Apple, Microsoft, and Nuance Communications are the top 3 tech stocks heading into earnings season, Wedbush says (AAPL, MSFT, NUAN)","Summary List PlacementApple, Microsoft, and Nuance Communications are the top three tech buys heading into earnings season, according to Wedbush.
In a note to clients on Wednesday, analyst Dan Ives said that he believes tech stocks have ""an upward 25%-30% mov…",https://markets.businessinsider.com/news/stocks/apple-microsoft-nuance-communications-top-3-tech-stocks-earnings-wedbush-2021-4-1030281706,2021-04-07 13:38:53+00:00,"Reuters / Brendan McDermid
Apple, Microsoft, and Nuance Communications are the top three tech buys heading into earnings season, according to Wedbush.
In a note to clients on Wednesday, analyst Dan… [+2268 chars]",0.0,0.943,0.057,2021-04-05 04:00:00+00:00,121.58190834306835
Business Insider,Avery Hartmans,"Tim Cook says Facebook's objections to letting people pick whether or not to be tracked are 'flimsy arguments' (AAPL, FB)","Summary List PlacementTim Cook isn't buying Facebook's arguments against Apple's upcoming privacy changes.
In a new podcast interview with The New York Times' Kara Swisher, published Monday, the Apple CEO discussed Facebook's reaction to Apple's new privacy f…",https://www.businessinsider.com/tim-cook-facebook-objections-over-privacy-feature-flimsy-2021-4,2021-04-05 15:15:41+00:00,"Tim Cook isn't buying Facebook's arguments against Apple's upcoming privacy changes.
In a new podcast interview with The New York Times' Kara Swisher, published Monday, the Apple CEO discussed Faceb… [+2503 chars]",0.0,0.93,0.07,2021-04-05 04:00:00+00:00,121.58190834306835
Business Insider,Avery Hartmans,Apple will host WWDC entirely online for the second year in a row (AAPL),"Summary List PlacementApple will host WWDC entirely online for the second year in a row. 
The iPhone-maker announced Tuesday that its annual developers conference will take place from June 7 to June 11. The conference, which is free and open to all developers…",https://www.businessinsider.com/apple-wwdc-2021-june-7-11-event-entirely-online-again-2021-3,2021-03-30 14:36:23+00:00,"Apple will host WWDC entirely online for the second year in a row. 
The iPhone-maker announced Tuesday that its annual developers conference will take place from June 7 to June 11. The conference, w… [+1079 chars]",0.0,1.0,0.0,2021-03-29 04:00:00+00:00,119.4029273984086
Business Insider,Tyler Sonnemaker,"SoftBank is under investigation by the SEC following its risky 'Nasdaq whale' investments (UBER, AAPL, TSLA)","Summary List PlacementThe Japanese investing conglomerate SoftBank, which has holdings in household names like Apple, Amazon, Tesla, Uber, DoorDash, and Sprint, is under investigation by the Securities and Exchange Commission, Vice News reported Wednesday.
Th…",https://www.businessinsider.com/softbank-sec-investigation-foia-request-nasdaq-whale-sb-northstar-2021-3,2021-03-24 23:04:36+00:00,"The Japanese investing conglomerate SoftBank, which has holdings in household names like Apple, Amazon, Tesla, Uber, DoorDash, and Sprint, is under investigation by the Securities and Exchange Commis… [+1339 chars]",0.0,0.808,0.192,2021-03-22 04:00:00+00:00,118.1073269463442
Business Insider,Matthew DeBord,"It's time to retire comparisons between Apple and Tesla, once and for all (TSLA, AAPL)","Summary List PlacementFor years, comparisons between Apple and Tesla haven't merely been commonplace — they've been expected. 
Some of this could be chalked up to timing. Apple co-founder and CEO Steve Jobs died in 2011, leaving the tech world with a visionar…",https://www.businessinsider.com/its-time-to-retire-comparisons-between-apple-and-tesla-2021-3,2021-03-14 10:37:00+00:00,"For years, comparisons between Apple and Tesla haven't merely been commonplace they've been expected. 
Some of this could be chalked up to timing. Apple co-founder and CEO Steve Jobs died in 2011, l… [+5195 chars]",0.096,0.904,0.0,2021-03-08 05:00:00+00:00,118.69622884639715
Benzinga,Madhukumar Warrier,Apple Discontinues The iMac Pro - Benzinga,"Apple Inc. (NASDAQ: AAPL) has discontinued the iMac Pro and removed all build-to-order configurations for the product.
What Happened: The only iMac Pro ...",https://www.benzinga.com/news/21/03/20048287/apple-discontinues-the-imac-pro,2021-03-08 03:42:00+00:00,"Apple Inc. (NASDAQ: AAPL) has discontinued the iMac Pro and removed all build-to-order configurations for the product.
What Happened: The only iMac Pro model now available for purchase is the $4,999… [+1539 chars]",0.0,1.0,0.0,2021-03-01 05:00:00+00:00,121.46414041567193
Business Insider,Matthew DeBord,"Tesla and Apple are incredibly important companies, but their progress on self-driving vehicles is pathetic (TSLA, AAPL)","Summary List PlacementEvery year, the California Department of Motor vehicles releases a ""Disengagement Report"" for companies that are authorized to operate and test self-driving vehicles on the state's roads. The report is controversial, mainly because it's …",https://www.businessinsider.com/tesla-and-apple-progress-on-self-driving-vehicles-is-pathetic-2021-2,2021-02-15 13:18:00+00:00,"Insider logo
The word ""Insider"".
Close icon
Two crossed lines that form an 'X'. It indicates a way to close an interaction, or dismiss a notification.
PremiumHomeChevron icon
It indicates an exp… [+6610 chars]",0.0,1.0,0.0,2021-02-15 05:00:00+00:00,132.98730809602907
Business Insider,Aleeya Mayo,Apple will replace the batteries that won't hold a charge in certain MacBook Pros for free (AAPL),"Summary List PlacementApple will replace batteries in MacBook Pro models from 2016 and 2017 that won't hold a charge.
Some customers have reported that their laptops haven't been able to hold a charge beyond 1%. Apple said only ""a very small number of custome…",https://www.businessinsider.com/apple-will-replace-macbook-pro-batteries-2016-2017-for-free-2021-2,2021-02-10 21:17:27+00:00,"Apple will replace batteries in MacBook Pro models from 2016 and 2017 that won't hold a charge.
Some customers have reported that their laptops haven't been able to hold a charge beyond 1%. Apple sa… [+2100 chars]",0.0,1.0,0.0,2021-02-08 05:00:00+00:00,133.51730390031216
Business Insider,Matthew Fox,Apple taps debt markets to raise $14 billion for future shareholder payouts (AAPL),"Summary List Placement<ul>
<li>Apple is taking advantage of the low interest rate environment to raise $14 billion in debt, according to Bloomberg.</li>
<li>The debt offering will include 40-year bonds and proceeds from will go towards buying back stock and d…",https://www.businessinsider.com/apple-stock-debt-markets-raise-14-billion-dividends-shareholder-payouts-2021-2,2021-02-01 20:42:24+00:00,"Karl Mondon/Digital First Media/The Mercury News via Getty Images
<ul><li>Apple is taking advantage of the low interest rate environment to raise $14 billion in debt, according to Bloomberg.</li><li… [+1783 chars]",0.129,0.73,0.14,2021-02-01 05:00:00+00:00,131.08356667067957
Benzinga,JJ Kinahan,"Earnings Triple Crown After Close As Facebook, Apple, Tesla Prepare To Report - Benzinga","This afternoon investors can sit back and enjoy an earnings season triple crown.
Tesla Inc (NASDAQ: TSLA), Apple Inc (NASDAQ: AAPL), ...",https://www.benzinga.com/news/earnings/21/01/19346234/earnings-triple-crown-after-close-as-facebook-apple-tesla-prepare-to-report,2021-01-27 15:11:00+00:00,"This afternoon investors can sit back and enjoy an earnings season triple crown.
Tesla Inc (NASDAQ: TSLA), Apple Inc (NASDAQ: AAPL), and Facebook, Inc. (NASDAQ: FB) all deliver quarterly results aft… [+10654 chars]",0.0,0.909,0.091,2021-01-25 05:00:00+00:00,140.21774942447502
CNN,"Brian Fung, CNN Business",Apple suspends Parler from App Store,"Apple removed Parler, the alternative social media platform popular with conservatives, from its app store on Saturday. ""[T]here is no place on our platform for threats of violence and illegal activity,"" the iPhone maker said.",https://www.cnn.com/2021/01/09/tech/parler-suspended-apple-app-store/index.html,2021-01-10 01:02:34+00:00,"(CNN Business)Apple removed Parler, the alternative social media platform popular with conservatives, from its app store on Saturday. ""[T]here is no place on our platform for threats of violence and … [+1193 chars]",0.228,0.702,0.07,2021-01-04 05:00:00+00:00,130.85812975168926
Business Insider,Matthew DeBord,"The Apple Car would wreck Apple, and Tesla's incredibly volatile history shows why (TSLA, AAPL)","Summary List PlacementIn case you missed it, the Apple Car is back. In the past few weeks, both Reuters and Bloomberg have reported that something is up with what Apple is calling ""Project Titan,"" after years of starts and stops. There have even been confusin…",https://www.businessinsider.com/teslas-history-shows-why-the-apple-car-would-wreck-apple-2021-1,2021-01-09 14:52:00+00:00,"In case you missed it, the Apple Car is back. In the past few weeks, both Reuters and Bloomberg have reported that something is up with what Apple is calling ""Project Titan,"" after years of starts an… [+6635 chars]",0.055,0.945,0.0,2021-01-04 05:00:00+00:00,130.85812975168926
StockNews.com,Imon Ghosh,Why Apple Stock Will Continue to Outperform in 2021,A big jump in orders and rapid growth in international sales in its last reported quarter has raised investor optimism about Apple Inc.'s (AAPL) future performance.,https://stocknews.com/news/aapl-dell-hpq-phg-why-apple-stock-will-continue-to-outperform-in-2021/,2021-01-06 20:37:22+00:00,"January
6, 2021
5 min read
This story originally appeared on StockNewsThe world’s highest-selling 5G smartphone company, Apple Inc. (AAPL - Get Rating), delivered impressive numbers in its last qu… [+5728 chars]",0.0,0.898,0.102,2021-01-04 05:00:00+00:00,130.85812975168926
Boing Boing,Xeni Jardin,Dr. Dre's estranged wife Nicole Young says he has $262 million in AAPL stock and cash,"An accountant representing Dr. Dre's estranged wife argues says in new legal documents that the hip-hop mogul has plenty with which to pay his ex, because Apple buying BEATS made him extraordinarily wealthy.



From TMZ:



Nicole Young filed docs detailing h…",https://boingboing.net/2021/01/05/dr-dres-estranged-wife-nicole-young-says-he-has-262-million-in-aapl-stock-and-cash.html,2021-01-05 21:23:16+00:00,"An accountant representing Dr. Dre's estranged wife argues says in new legal documents that the hip-hop mogul has plenty with which to pay his ex, because Apple buying BEATS made him extraordinarily … [+716 chars]",0.11,0.849,0.041,2021-01-04 05:00:00+00:00,130.85812975168926
MacRumors,Joe Rossignol,"AAPL Opened at All-Time High, Shares Have Risen Nearly 150% Since Late March","Apple's stock opened at a new all-time high of $138.05 today, eclipsing the company's previous opening record of $137.59 set on September 2, 2020. However, the share price has since trended downwards slightly in intraday trading.





Apple has seen its stock…",https://www.macrumors.com/2020/12/29/aapl-opens-at-all-time-high/,2020-12-29 15:25:12+00:00,"Apple's stock opened at a new all-time high of $138.05 today, eclipsing the company's previous opening record of $137.59 set on September 2, 2020. However, the share price has since trended downwards… [+918 chars]",0.0,0.936,0.064,2020-12-28 05:00:00+00:00,131.31877916880245
Business Insider,Katie Canales,You'll need a $35 cable in order to use Apple's new $550 AirPods Max with your non-Bluetooth devices (AAPL),"Summary List PlacementApple debuted its heavily anticipated $549 over-ear AirPods Max headphones on Tuesday.
The company's first over-ear headphones are outfitted with a slew of features and come equipped with Bluetooth to sync with Bluetooth-compatible devic…",https://www.businessinsider.com/how-to-use-apple-airpods-max-without-bluetooth-cable-2020-12,2020-12-09 16:34:41+00:00,"Apple debuted its heavily anticipated $549 over-ear AirPods Max headphones on Tuesday.
The company's first over-ear headphones are outfitted with a slew of features and come equipped with Bluetooth … [+1909 chars]",0.0,1.0,0.0,2020-12-07 05:00:00+00:00,119.87162263023302
Business Insider,Lisa Eadicicco,Apple's Q4 earnings report was missing the most important number Wall Street was waiting for (AAPL),"Summary List Placement

When Apple reported its fiscal fourth quarter earnings on Thursday, Wall Street was all ears for any sign of how well the iPhone 12 has been selling. While Apple did provide some vague, optimistic notes on the matter, it was impossible…",https://www.businessinsider.com/apple-iphone-12-sales-mystery-after-q4-earnings-report-2020-10,2020-10-30 16:46:32+00:00,"When Apple reported its fiscal fourth quarter earnings on Thursday, Wall Street was all ears for any sign of how well the iPhone 12 has been selling. While Apple did provide some vague, optimistic no… [+4785 chars]",0.035,0.854,0.111,2020-10-26 04:00:00+00:00,111.54465784637496
StockNews.com,StockNews.com Staff,AAPL: AAPL and the Rollout of the iPhone 12 and 5G - StockNews.com,"<ol><li>AAPL: AAPL and the Rollout of the iPhone 12 and 5G  StockNews.com
</li><li>iPhone 12 Pro Max Found to Have Smaller Battery than iPhone 11 Pro Max  iPhone in Canada
</li><li>iPhone 12, Pro review: Apple proves you don’t need flashy gimmicks in a flag…",https://stocknews.com/news/aapl-aapl-and-the-rollout-of-the-iphone-12-and-5g/,2020-10-21 21:51:24+00:00,,0.0,0.0,0.0,2020-10-19 04:00:00+00:00,117.36596004885342
Business Insider,Matthew Fox,"The DOJ antitrust lawsuit against Google could pose a risk to Apple's valuation, analyst says (AAPL)","Summary List Placement

<ul>
<li>The Department of Justice's antitrust lawsuit against Google could pose a risk to Apple's valuation, according to a Wednesday analyst note from Bank of America.</li>
<li>As detailed in the lawsuit, Apple has received up to $12…",https://www.businessinsider.com/google-stock-doj-antitrust-suit-poses-risk-apple-valuation-tech-2020-10,2020-10-21 16:51:27+00:00,"<ul><li>The Department of Justice's antitrust lawsuit against Google could pose a risk to Apple's valuation, according to a Wednesday analyst note from Bank of America.</li><li>As detailed in the law… [+3025 chars]",0.129,0.871,0.0,2020-10-19 04:00:00+00:00,117.36596004885342
Business Insider,Avery Hartmans,"Apple just unveiled its new iPhone 12 lineup, which includes 4 new 5G phones starting at $699 (AAPL)","Summary List Placement

<ul>
<li>Apple launched the iPhone 12 lineup during a virtual press event on October 13.</li>
<li>The new iPhone 12 starts at $799, while the new iPhone 12 Mini starts at $699. Both phones come in five colors, have a new, squared-off d…",https://www.businessinsider.com/apple-iphone-12-price-specs-release-date,2020-10-13 18:24:46+00:00,"When you buy through our links, we may earn money from our affiliate partners. Learn more.
Apple
The iPhone 12.
Apple
The iPhone 12 is the successor to last year's iPhone 11. Like the iPhone 11, … [+3230 chars]",0.0,0.891,0.109,2020-10-12 04:00:00+00:00,117.4638393109965
Business Insider,Lisa Eadicicco and Ben Gilbert,"For the first time ever, Apple's next iPhone won't include wired earbuds in the box (AAPL)","Summary List Placement

Apple will no longer include its wired EarPod headphones in the box with its new iPhones, starting with the iPhone 12.
Apple executive Lisa Jackson announced the change Tuesday afternoon after announcing its new smartphone lineup.
The …",https://www.businessinsider.com/apple-iphone-12-launch-without-wired-earbuds-box-2020-10,2020-10-13 17:45:56+00:00,"Apple will no longer include its wired EarPod headphones in the box with its new iPhones, starting with the iPhone 12.
Apple executive Lisa Jackson announced the change Tuesday afternoon after annou… [+1396 chars]",0.062,0.937,0.0,2020-10-12 04:00:00+00:00,117.4638393109965
Business Insider,Matthew Fox,Apple just split its stock. Here's how shares have performed one year after its previous stock splits. (AAPL),"<ul>
<li>Apple just completed its fifth stock split ever on Monday, as investors received four shares for every one share held.</li>
<li>The split quartered Apple's stock price from around $500 last week to about $125 today.</li>
<li>Here's how shares of Appl…",https://www.businessinsider.com/apple-stock-split-shares-performed-year-after-previous-historical-returns-2020-8,2020-08-31 15:44:06+00:00,"<ul><li>Apple just completed its fifth stock split ever on Monday, as investors received four shares for every one share held.</li><li>The split quartered Apple's stock price from around $500 last we… [+2111 chars]",0.0,0.872,0.128,2020-08-31 04:00:00+00:00,124.82120412753304
MacRumors,MacRumors Staff,"Top Stories: Epic vs. Apple Escalates, AAPL Worth $2T, iOS 14 Beta 5 Changes","Topping the news headlines once again this week was the dispute between Apple and Epic Games, which continued to rage with no signs of de-escalation. The conflict hasn't dampened investors' enthusiasm for Apple's stock, however, as Apple this week became the …",https://www.macrumors.com/2020/08/22/top-stories-epic-apple-escalation/,2020-08-22 13:00:42+00:00,"Topping the news headlines once again this week was the dispute between Apple and Epic Games, which continued to rage with no signs of de-escalation. The conflict hasn't dampened investors' enthusias… [+6000 chars]",0.271,0.729,0.0,2020-08-17 04:00:00+00:00,113.55275748132449
